medcodeid,cleansedreadcode,term,cancer_cprd
289606017,B602400,burkitt's lymphoma of lymph nodes of axilla and upper limb,1
527801000006112,B602500,burkitt's lymphoma of lymph nodes of inguinal region and leg,1
289608016,B602600,burkitt's lymphoma of intrapelvic lymph nodes,1
289610019,B602700,burkitt's lymphoma of spleen,1
289611015,B602800,burkitt's lymphoma of lymph nodes of multiple sites,1
289612010,B602z00,burkitt's lymphoma nos,1
289799010,B627300,diffuse non-hodgkin's small cell (diffuse) lymphoma,1
289801013,B627400,diffuse non-hodgkin's small cleaved cell (diffuse) lymphoma,1
621041000006116,B627500,diffuse non-hodgkin mixed sml & lge cell (diffuse) lymphoma,1
1219545019,B627600,diffuse non-hodgkin's immunoblastic (diffuse) lymphoma,1
621071000006112,B627700,diffuse non-hodgkin's lymphoblastic (diffuse) lymphoma,1
289812013,B627800,diffuse non-hodgkin's lymphoma undifferentiated (diffuse),1
1668101000000112,B627A00,diffuse non-hodgkin's large cell lymphoma,1
444799014,B627D00,diffuse non-hodgkin's centroblastic lymphoma,1
198006010,B627E00,diffuse large b-cell lymphoma,1
2870725010,B627G00,mediastinal (thymic) large b-cell lymphoma,1
621091000006113,B627X00,"diffuse non-hodgkin's lymphoma, unspecified",1
1815451000006113,B62F.00,nonfollicular lymphoma,1
2168861000000117,B62F.11,non-follicular lymphoma,1
1815461000006110,B62F000,small cell b-cell lymphoma,1
123978016,B62F100,mantle cell lymphoma,1
2168691000000110,B62F200,lymphoblastic (diffuse) lymphoma,1
414160018,B640000,b-cell acute lymphoblastic leukaemia,1
2872860018,B640011,mature b-cell leukaemia burkitt-type,1
291891018,BBg1000,"[m]malignant lymphoma, diffuse nos",1
1222289015,BBg7.00,"[m]malignant lymphoma, lymphoplasmacytoid type",1
1234197011,BBg8.00,"[m]malignant lymphoma, immunoblastic type",1
315911000006118,BBg9.11,[m]reticulolymphosarcoma nos,1
315921000006114,BBg9.12,"[m]reticulolymphosarcoma, diffuse",1
291900014,BBgA.00,"[m]malignant lymphoma, centroblastic-centrocytic, diffuse",1
309021000006110,BBgA.11,"[m]germinoblastoma, diffuse",1
291905016,BBgE.00,"[m]malignant lymphoma, centrocytic",1
311351000006119,BBgG.11,[m]lymphoblastic lymphosarcoma nos,1
1222221019,BBgG.12,[m]lymphoblastic lymphoma nos,1
311361000006117,BBgG.13,[m]lymphoblastoma nos,1
291909010,BBgH.00,[m]prolymphocytic lymphosarcoma,1
1232576019,BBgL.00,"[m]malignant lymphoma, small lymphocytic nos",1
215912012,BBgM.00,"[m]malignant lymphoma, small cleaved cell, diffuse",1
311641000006114,BBgN.00,"[m]malign lymphoma,lymphocytic,intermediate differn, diffuse",1
1230828016,BBgP.00,"[m]malignant lymphoma, mixed small and large cell, diffuse",1
291913015,BBgQ.00,[m]malignant lymphomatous polyposis,1
1230392016,BBgR.00,"[m]malignant lymphoma, large cell, diffuse nos",1
291914014,BBgS.00,"[m]malignant lymphoma, large cell, cleaved, diffuse",1
311801000006113,BBgT.00,"[m]malignant lymphoma, large cell, noncleaved, diffuse",1
311881000006116,BBgV.00,"[m]malignant lymphoma, small cell, noncleaved, diffuse",1
315991000006111,BBh..00,[m]reticulosarcomas,1
315951000006117,BBh0.00,[m]reticulosarcoma nos,1
316001000006112,BBh0.11,[m]reticulum cell sarcoma nos,1
315981000006113,BBh1.00,"[m]reticulosarcoma, pleomorphic cell type",1
291923012,BBhz.00,[m]reticulosarcoma nos,1
291963013,BBmH.00,[m] large cell lymphoma,1
291980012,BBq..00,[m]burkitt's tumours,1
1216939019,BBq0.00,[m]burkitt's tumour,1
291981011,BBqz.00,[m]burkitt's tumour nos,1
292173012,ByuD200,[x]other types of diffuse non-hodgkin's lymphoma,1
292191019,ByuDC00,"[x]diffuse non-hodgkin's lymphoma, unspecified",1
11902611000006112,,t-cell lymphoma (clinical),1
2578361000006119,,sezary syndrome,1
2578371000006114,,sezary's disease,1
2578391000006110,,sÃÂÃÂ©zary's syndrome,1
2578401000006112,,sÃÂÃÂ©zary's disease,1
2578411000006110,,sÃÂÃÂ©zary disease,1
2950311000006114,,cutaneous t-cell lymphoma,1
2950321000006118,,cutaneous lymphoma,1
2950341000006113,,"cutaneous t-cell lymphoma, no icd-o subtype",1
2950351000006110,,"cutaneous t-cell lymphoma, no international classification of diseases for oncology subtype",1
3964971000006114,,pagetoid reticulosis,1
4042811000006116,,mycosis fungoides of lymph nodes of axilla and/or upper limb,1
4042831000006110,,"mycosis fungoides of lymph nodes of head, face and/or neck",1
4042841000006117,,mycosis fungoides of lymph nodes of inguinal region and/or lower limb,1
4053721000006110,,sÃÂÃÂ©zary's disease of spleen,1
4053741000006115,,sÃÂÃÂ©zary disease of spleen,1
4053751000006118,,sezary syndrome of spleen,1
4172641000006114,,t-zone lymphoma (clinical),1
4172661000006113,,lymphoepithelioid lymphoma (clinical),1
4172681000006115,,lennert's lymphoma,1
4172691000006117,,peripheral t-cell lymphoma (clinical),1
4309651000006116,,sÃÂÃÂ©zary's disease (clinical),1
4309661000006119,,sÃÂÃÂ©zary's disease,1
4309681000006112,,sÃÂÃÂ©zary disease,1
4310071000006113,,mycosis fungoides (clinical),1
4310081000006111,,mf - mycosis fungoides,1
4415761000006117,,"nk/t-cell lymphoma, nasal and nasal-type",1
4415771000006112,,t/nk-cell lymphoma,1
4415781000006110,,polymorphic reticulosis [obs],1
4415791000006113,,malignant reticulosis [obs],1
4415801000006114,,malignant midline reticulosis [obs],1
4415811000006112,,angiocentric t-cell lymphoma [obs],1
4415831000006118,,"t/nk-cell lymphoma, nasal and nasal type",1
4415841000006111,,"natural killer (nk)/t-cell lymphoma, nasal and nasal-type",1
4415851000006113,,"natural killer-/t-cell lymphoma, nasal and nasal-type",1
4419021000006111,,primary cutaneous cd30 antigen positive large t-cell lymphoma,1
4752581000006113,,sÃÂÃÂ©zary's disease of intrathoracic lymph nodes,1
4752601000006115,,sÃÂÃÂ©zary disease of intrathoracic lymph nodes,1
4752611000006117,,sÃÂÃÂ©zary's disease of intra-abdominal lymph nodes,1
4752631000006111,,sÃÂÃÂ©zary disease of intra-abdominal lymph nodes,1
4752651000006116,,sÃÂÃÂ©zary's disease of lymph nodes of axilla and/or upper limb,1
4752671000006114,,sÃÂÃÂ©zary's disease of lymph nodes of axilla and upper limb,1
4752681000006112,,sÃÂÃÂ©zary disease of lymph nodes of axilla and upper limb,1
4752691000006110,,sÃÂÃÂ©zary's disease of lymph nodes of inguinal region and lower limb,1
4752711000006113,,sÃÂÃÂ©zary disease of lymph nodes of inguinal region and lower limb,1
4752721000006117,,sÃÂÃÂ©zary's disease of intrapelvic lymph nodes,1
4752741000006112,,sÃÂÃÂ©zary disease of intrapelvic lymph nodes,1
4752751000006114,,sÃÂÃÂ©zary's disease of lymph nodes of multiple sites,1
4752771000006116,,sÃÂÃÂ©zary disease of lymph nodes of multiple sites,1
6635071000006113,,primary cutaneous t-cell lymphoma,1
6635091000006114,,ctcl - cutaneous t-cell lymphoma,1
6861871000006117,,mature (peripheral) t-cell neoplasm,1
7351521000006114,,anaplastic lymphoma kinase negative anaplastic large cell lymphoma,1
2663191017,B621.00,mycosis fungoides,1
289727017,B621000,mycosis fungoides of unspecified site,1
683721000006115,B621100,"mycosis fungoides of the lymph nodes of head, face and neck",1
157073012,B621200,mycosis fungoides of intrathoracic lymph nodes,1
157071014,B621300,mycosis fungoides of intra-abdominal lymph nodes,1
157075017,B621400,mycosis fungoides of lymph nodes of axilla and upper limb,1
683691000006113,B621500,mycosis fungoides of lymph nodes of inguinal region and leg,1
157072019,B621600,mycosis fungoides of intrapelvic lymph nodes,1
157081013,B621700,mycosis fungoides of spleen,1
289738017,B621800,mycosis fungoides of lymph nodes of multiple sites,1
289739013,B621z00,mycosis fungoides nos,1
146651000006118,B622.00,sezary's disease,1
2168831000000110,B622.11,sezary disease,1
289740010,B622000,sezary's disease of unspecified site,1
289741014,B622100,"sezary's disease of lymph nodes of head, face and neck",1
289742019,B622200,sezary's disease of intrathoracic lymph nodes,1
289743012,B622300,sezary's disease of intra-abdominal lymph nodes,1
289744018,B622400,sezary's disease of lymph nodes of axilla and upper limb,1
146721000006119,B622500,sezary's disease of lymph nodes of inguinal region and leg,1
289746016,B622600,sezary's disease of intrapelvic lymph nodes,1
146741000006114,B622700,sezary's disease of spleen,1
289748015,B622800,sezary's disease of lymph nodes of multiple sites,1
289749011,B622z00,sezary's disease nos,1
207325017,B62E.00,t/nk-cell lymphoma,1
1815301000006117,B62E000,mature t/nk-cell lymphoma,1
2168491000000113,B62E100,"anaplastic large cell lymphoma, alk-positive",1
1815321000006110,B62E200,"anaplastic large cell lymphoma, alk-negative",1
1815331000006113,B62E300,cutaneous t-cell lymphoma,1
1815421000006116,B62EA00,primary cutaneous cd30-positive t-cell proliferations,1
1815431000006118,B62Ew00,other mature t/nk-cell lymphoma,1
344657018,B62x000,t-zone lymphoma,1
344670010,B62x100,lymphoepithelioid lymphoma,1
2659756011,B62x200,peripheral t-cell lymphoma,1
39671000006114,B62xX00,oth and unspecif peripheral & cutaneous t-cell lymphomas,1
313301000006119,BBl..00,[m]mycosis fungoides,1
313311000006116,BBl0.00,[m]mycosis fungoides,1
1230735015,BBl1.00,[m]sezary's disease,1
291955012,BBlz.00,[m]mycosis fungoides nos,1
291959018,BBm5.00,[m] peripheral t-cell lymphoma nos,1
1225763012,BBmD.00,[m] cutaneous lymphoma,1
404441000006117,ByuDD00,[x]oth and unspecif peripheral & cutaneous t-cell lymphomas,1
11925921000006110,,malignant lymphoma nos of intra-abdominal lymph nodes,1
11925931000006113,,malignant lymphoma nos of intrapelvic lymph nodes,1
11925941000006115,,malignant lymphoma nos of intrathoracic lymph nodes,1
11925951000006118,,malignant lymphoma nos of lymph node inguinal region and leg,1
11925961000006116,,malignant lymphoma nos of lymph nodes of axilla and arm,1
11925971000006111,,"malignant lymphoma nos of lymph nodes of head, face and neck",1
11925981000006114,,malignant lymphoma nos of lymph nodes of multiple sites,1
11926001000006113,,malignant lymphoma nos of spleen,1
12455741000006118,,[m] monocytoid b-cell lymphoma,1
2529491000006110,,"malignant lymphoma, non-hodgkin",1
2529501000006119,,"malignant lymphoma, non-hodgkin's",1
2529511000006116,,non-hodgkin's lymphoma,1
2529521000006112,,"reticulum cell sarcoma, diffuse [obs]",1
2529531000006110,,reticulum cell sarcoma [obs],1
2529541000006117,,"reticulosarcoma, diffuse [obs]",1
2529551000006115,,reticulosarcoma [obs],1
2529561000006118,,"malignant lymphoma, undifferentiated cell, non-burkitt [obs]",1
2529571000006113,,"malignant lymphoma, undifferentiated cell type [obs]",1
2529581000006111,,"malignant lymphoma, small cleaved cell, diffuse [obs]",1
2529591000006114,,"malignant lymphoma, small cleaved cell [obs]",1
2529601000006118,,"malignant lymphoma, small cell, noncleaved, diffuse [obs]",1
2529611000006115,,"malignant lymphoma, lymphocytic, poorly differentiated, diffuse [obs]",1
2529621000006111,,"malignant lymphoma, lymphocytic, intermediate differentiation, nodular [obs]",1
2529631000006114,,"malignant lymphoma, diffuse",1
2529641000006116,,"malignant lymphoma, cleaved cell [obs]",1
2529651000006119,,"lymphosarcoma, diffuse [obs]",1
2529661000006117,,lymphosarcoma [obs],1
2529691000006113,,"b-cell lymphoma, no icd-o subtype",1
2529701000006113,,"non-hodgkin lymphoma, no icd-o subtype",1
2529711000006111,,"non-hodgkin lymphoma, no international classification of diseases for oncology subtype",1
2849381000006116,,lymphoma,1
2849391000006118,,microglioma [obs],1
2849401000006116,,"malignant lymphoma, no icd-o subtype",1
2849411000006118,,"malignant lymphoma, no international classification of diseases for oncology subtype",1
3457851000006113,,malignant granuloma of face,1
3904971000006113,,hiv infection,1
3904981000006111,,hiv - human immunodeficiency virus infection,1
4016311000006116,,malignant lymphoma of intra-abdominal lymph nodes,1
4016321000006112,,malignant lymphoma of intrapelvic lymph nodes,1
4016331000006110,,malignant lymphoma of intrathoracic lymph nodes,1
4016341000006117,,malignant lymphoma of lymph nodes of axilla and/or upper limb,1
4016351000006115,,"malignant lymphoma of lymph nodes of head, face and/or neck",1
4016361000006118,,malignant lymphoma of lymph nodes of inguinal region and/or lower limb,1
4016371000006113,,malignant lymphoma of lymph nodes of multiple sites,1
4016381000006111,,malignant lymphoma of spleen,1
4129041000006113,,lymphoma staging descriptors,1
4309331000006118,,lymphoma (clinical),1
4309351000006113,,lymphoma,1
4415631000006117,,marginal zone b-cell lymphoma,1
4415641000006110,,salt lymphoma,1
4415651000006112,,nodal marginal zone lymphoma,1
4415661000006114,,mucosal-associated lymphoid tissue lymphoma,1
4415671000006119,,monocytoid b-cell lymphoma,1
4415681000006116,,marginal zone lymphoma,1
4415691000006118,,malt lymphoma,1
4415701000006118,,bronchial-associated lymphoid tissue lymphoma,1
4415711000006115,,balt lymphoma,1
4415721000006111,,skin-associated lymphoid tissue lymphoma,1
4752641000006118,,"lymphoma intra abdominal, sezarys",1
4757371000006118,,"malignant lymphoma, stem cell type",1
4757461000006119,,"reticulosarcoma, nodular",1
5356031000006112,,angioendotheliomatosis,1
5356041000006119,,intravascular lymphomatosis,1
5356051000006117,,malignant angioendotheliomatosis,1
6861521000006116,,lymphoid neoplasm,1
853831000006113,,non hodgkin lymphoma,1
50949017,4M20.00,lymphoma stage i,1
126918018,4M21.00,lymphoma stage ii,1
94699019,4M22.00,lymphoma stage iii,1
110346017,4M23.00,lymphoma stage iv,1
143288017,A788.11,human immunodeficiency virus infection,1
287020019,A788y00,human immunodeficiency virus with other clinical findings,1
287021015,A788z00,acquired human immunodeficiency virus infection syndrome nos,1
825721000006115,A789700,hiv dis resulting oth types of non-hodgkin's lymphoma,1
1814951000006115,A789711,hiv disease resulting in other types of non-hodgkin lymphoma,1
288173019,AyuC.00,[x]human immunodeficiency virus disease,1
288178011,AyuC200,[x]hiv disease resulting in other mycoses,1
288182013,AyuC600,[x]hiv disease resulting in other non-hodgkin's lymphoma,1
1815001000006119,AyuC611,[x]hiv disease resulting in other non-hodgkin lymphoma,1
389011000006118,AyuCA00,[x]hiv disease resulting in multiple diseases ce,1
288190013,AyuCC00,[x]hiv disease resulting in other specified conditions,1
288191012,AyuCD00,[x]unspecified human immunodeficiency virus [hiv] disease,1
289580016,B60..00,lymphosarcoma and reticulosarcoma,1
289591011,B601.00,lymphosarcoma,1
289592016,B601000,lymphosarcoma of unspecified site,1
289593014,B601100,"lymphosarcoma of lymph nodes of head, face and neck",1
289594015,B601200,lymphosarcoma of intrathoracic lymph nodes,1
289595019,B601300,lymphosarcoma of intra-abdominal lymph nodes,1
289596018,B601400,lymphosarcoma of lymph nodes of axilla and upper limb,1
731691000006110,B601500,lymphosarcoma of lymph nodes of inguinal region and leg,1
289598017,B601600,lymphosarcoma of intrapelvic lymph nodes,1
289600011,B601800,lymphosarcoma of lymph nodes of multiple sites,1
289601010,B601z00,lymphosarcoma nos,1
289613017,B60y.00,other specified reticulosarcoma or lymphosarcoma,1
289614011,B60z.00,reticulosarcoma or lymphosarcoma nos,1
169581000006112,B620.11,reticulosarcoma - follicular or nodular,1
587201000006115,B627.00,non - hodgkin's lymphoma,1
2839871014,B627.11,non-hodgkin lymphoma,1
82041000006113,B627W00,unspecified b-cell non-hodgkin's lymphoma,1
1815491000006119,B62Fy00,other non-follicular lymphoma,1
289820010,B62x.00,malignant lymphoma otherwise specified,1
445587010,B62x400,malignant reticulosis,1
728721000006111,B62y.00,malignant lymphoma nos,1
289830018,B62y000,malignant lymphoma nos of unspecified site,1
289831019,B62y100,"malignant lymphoma nos of lymph nodes of head, face and neck",1
289832014,B62y200,malignant lymphoma nos of intrathoracic lymph nodes,1
289842011,B62y300,malignant lymphoma nos of intra-abdominal lymph nodes,1
728781000006110,B62y400,malignant lymphoma nos of lymph nodes of axilla and arm,1
728771000006112,B62y500,malignant lymphoma nos of lymph node inguinal region and leg,1
289845013,B62y600,malignant lymphoma nos of intrapelvic lymph nodes,1
289846014,B62y700,malignant lymphoma nos of spleen,1
289847017,B62y800,malignant lymphoma nos of lymph nodes of multiple sites,1
289829011,B62yz00,malignant lymphoma nos,1
81471000006116,B62z700,unspec malig neop lymphoid/histiocytic of spleen,1
291887011,BBg..00,"[m]lymphomas, nos or diffuse",1
311671000006118,BBg1.00,[m]malignant lymphoma nos,1
311431000006119,BBg1.11,[m]lymphoma nos,1
311871000006119,BBg2.00,"[m]malignant lymphoma, non hodgkin's type",1
314061000006117,BBg2.11,[m]non hodgkins lymphoma,1
291892013,BBg3.00,"[m]malignant lymphoma, undifferentiated cell type nos",1
311911000006116,BBg4.00,"[m]malignant lymphoma, stem cell type",1
291894014,BBg5.00,"[m]malignant lymphoma, convoluted cell type nos",1
311521000006118,BBg6.00,[m]lymphosarcoma nos,1
291903011,BBgC.00,"[m]malignant lymphoma, lymphocytic, well differentiated nos",1
1222219012,BBgC.11,[m]lymphocytic lymphoma nos,1
1222220018,BBgC.12,[m]lymphocytic lymphosarcoma nos,1
311611000006110,BBgD.00,"[m]malig lymphoma, lymphocytic, intermediate different nos",1
311811000006111,BBgG.00,"[m]malignant lymphoma, lymphocytic, poorly different nos",1
291910017,BBgJ.00,"[m]malignant lymphoma, centroblastic type nos",1
311441000006112,BBgz.00,"[m]lymphoma, diffuse or nos",1
315971000006110,BBh2.00,"[m]reticulosarcoma, nodular",1
291957016,BBm0.00,[m]microglioma,1
215916010,BBm1.11,[m]malignant reticulosis,1
304151000006118,BBm9.00,[m] monocytoid b-cell lymphoma,1
304071000006110,BBmJ.00,[m] angioendotheliomatosis,1
292083014,BBv0.00,[m]monocytoid b-cell lymphoma,1
291964019,BBv1.00,[m]angioendotheliomatosis,1
1220814017,BBv2.00,[m]angiocentrict-cell lymphoma,1
292174018,ByuD300,[x]other specified types of non-hodgkin's lymphoma,1
292193016,ByuDE00,[x]unspecified b-cell non-hodgkin's lymphoma,1
406154013,ByuDF00,"[x]non-hodgkin's lymphoma, unspecified type",1
400011000006119,ByuDF11,[x]non-hodgkin's lymphoma nos,1
2731341000000117,,angioimmunoblastic t-cell lymphoma with dysproteinaemia,1
5602751000006116,,eactl - enteropathy-associated t-cell lymphoma,1
5602761000006119,,enteropathy type (intestinal) t-cell lymphoma,1
5602771000006114,,enteropathy-type t-cell lymphoma,1
6693221000006112,,subcutaneous panniculitic cutaneous t-cell lymphoma,1
6853311000006112,,angiocentric t-cell lymphoma,1
6853321000006116,,t/nk-cell lymphoma,1
6853331000006118,,"extranodal natural killer/t-cell lymphoma, nasal type",1
2534467019,B62E400,"extranodal nk/t-cell lymphoma, nasal type",1
2872841013,B62E500,hepatosplenic t-cell lymphoma,1
414298014,B62E600,enteropathy-associated t-cell lymphoma,1
1815371000006111,B62E611,enteropathy-type (intestinal) t-cell lymphoma,1
1815391000006112,B62E700,subcutaneous panniculitic t-cell lymphoma,1
2872133010,B62E711,subcutaneous panniculitis-like t-cell lymphoma,1
1815401000006114,B62E800,blastic nk-cell lymphoma,1
2534468012,B62E900,angioimmunoblastic t-cell lymphoma,1
51959012,M162800,lymphomatoid papulosis,1
11919601000006115,,[x]other malignant immunoproliferative diseases,1
2601601000006119,,heavy chain disease,1
2601611000006116,,alpha heavy chain disease,1
2601621000006112,,iga heavy chain disease,1
2601631000006110,,mu heavy chain disease,1
2601641000006117,,gamma heavy chain disease,1
2601651000006115,,franklin disease,1
2940171000006116,,mediterranean lymphoma,1
2940181000006118,,"alpha heavy chain disease, enteric form",1
3072911000006114,,waldenstrom's macroglobulinemia,1
3072921000006118,,primary macroglobulinemia,1
3072931000006115,,primary macroglobulinaemia,1
3072941000006113,,waldenstrom macroglobulinemia,1
4172751000006118,,malignant immunoproliferative disease (clinical),1
4172761000006116,,malignant immunoproliferative disease,1
4172771000006111,,alpha heavy chain disease (clinical),1
4172811000006111,,gamma heavy chain disease (clinical),1
4760001000006116,,waldenstrÃÂÃÂ¶m macroglobulinaemia,1
4760011000006118,,waldenstrom's macroglobulinemia,1
4760031000006112,,waldenstrÃÂÃÂ¶m macroglobulinemia,1
7305431000006117,,extranodal marginal zone b-cell lymphoma of mucosa-associated lymphoid tissue (malt-lymphoma),1
414252013,B627900,mucosa-associated lymphoma,1
414253015,B627911,maltoma,1
1815131000006111,B627F00,extranod marg zone b-cell lymphom mucosa-assoc lymphoid tiss,1
289826016,B62x500,malignant immunoproliferative small intestinal disease,1
291960011,BBm6.00,[m] alpha heavy chain disease,1
291962015,BBmE.00,[m] gamma heavy chain disease,1
215918011,BBmG.00,[m] immunoproliferative small intestinal disease,1
318171000006118,BBmK.00,[m]waldenstrom's macroglobulinaemia,1
292175017,ByuD400,[x]other malignant immunoproliferative diseases,1
293377011,C333.00,macroglobulinaemia,1
293380012,C333000,waldenstrom's macroglobulinaemia,1
2168841000000118,C333011,waldenstrom macroglobulinaemia,1
2659763011,C333100,alpha heavy chain disease,1
2659693012,C333200,gamma heavy chain disease,1
114573012,C333300,heavy chain disease,1
293384015,C333z00,macroglobulinaemia nos,1
11903701000006110,,solitary myeloma,1
11908671000006118,,plasma cell leukemia,1
11989551000006115,,plasma cell leukemia,1
2669161000006111,,plasma cell tumor,1
2669181000006118,,solitary plasmacytoma,1
2669191000006115,,plasmacytoma of bone,1
2669201000006117,,plasma cell tumour,1
2669211000006119,,solitary plasmacytoma of bone,1
2868811000006119,,myeloma associated amyloidosis,1
3408441000006115,,multiple myeloma,1
3408451000006118,,myelomatosis,1
3408461000006116,,plasma cell myeloma,1
3408471000006111,,myeloma,1
3408491000006112,,"multiple myeloma, no icd-o subtype",1
3408501000006116,,"multiple myeloma, no international classification of diseases for oncology subtype",1
3535828010,,osteoporosis co-occurrent and due to multiple myeloma,1
4053011000006117,,plasma cell leukemia,1
4053021000006113,,"plasma cell leukemia, disease",1
4053031000006111,,"plasma cell leukaemia, disease",1
4419981000006114,,plasma cell leukaemia,1
4419991000006112,,plasmacytic leukemia,1
4420011000006116,,plasmacytic leukaemia,1
4420031000006110,,"plasma cell leukaemia, morphology",1
4420041000006117,,"plasma cell leukemia, morphology",1
4753171000006112,,extramedullary plasmacytoma (clinical),1
6623111000006119,,plasma cell myeloma/plasmacytoma,1
907281000006117,,[rfc] multiple myeloma,1
260879014,4C53.00,bone marrow: myeloma cells,1
344820010,B630.00,multiple myeloma,1
344818012,B630.11,kahler's disease,1
344819016,B630.12,myelomatosis,1
289867014,B630000,"malignant plasma cell neoplasm, extramedullary plasmacytoma",1
2532159017,B630011,extramedullary plasmacytoma,1
139571000006117,B630100,solitary myeloma,1
225051000006119,B630200,plasmacytoma nos,1
457317011,B630300,lambda light chain myeloma,1
18484012,B630400,solitary plasmacytoma,1
201743012,B631.00,plasma cell leukaemia,1
683191000006119,B936.11,myeloma - solitary,1
451430017,B936.12,plasmacytoma nos,1
1231541019,BBn0.00,[m]plasma cell myeloma,1
313271000006116,BBn0.11,[m]multiple myeloma,1
313381000006111,BBn0.12,[m]myeloma nos,1
313391000006114,BBn0.13,[m]myelomatosis,1
315461000006113,BBn0.14,[m]plasmacytic myeloma,1
315471000006118,BBn2.00,[m]plasmacytoma nos,1
313001000006116,BBn2.11,[m]monostotic myeloma,1
316711000006113,BBn2.12,[m]solitary myeloma,1
315441000006114,BBn3.00,"[m]plasma cell tumour, malignant",1
292014014,BBr3.00,[m]plasma cell leukaemias,1
1216014013,BBr3000,[m]plasma cell leukaemia,1
292017019,BBr3z00,[m]plasma cell leukaemia nos,1
312137011,N330900,osteoporosis in multiple myelomatosis,1
11926201000006119,,leukaemic reticuloendotheliosis of unspecified sites,1
12455761000006119,,[m]acute lymphoid leukaemia,1
12702811000006117,,hairy cell leukaemia,1
2853511000006117,,burkitt cell leukaemia,1
2853521000006113,,burkitt's cell leukemia,1
2853531000006111,,"acute lymphoblastic leukemia, burkitt's type",1
2853541000006118,,fab l3 [obs],1
2853551000006116,,"acute lymphoblastic leukemia, mature b-cell type",1
2853561000006119,,burkitt cell leukemia,1
2853571000006114,,"acute lymphoblastic leukaemia, burkitt's type",1
2853581000006112,,"acute lymphoblastic leukaemia, mature b-cell type",1
2853591000006110,,burkitt's cell leukaemia,1
3019861000006117,,lymphoid leukemia,1
3019871000006112,,lymphocytic leukemia,1
3019881000006110,,lymphatic leukemia,1
3019891000006113,,subacute lymphoid leukemia [obs],1
3019901000006112,,subacute lymphocytic leukemia [obs],1
3019911000006110,,subacute lymphatic leukemia [obs],1
3019931000006116,,aleukemic lymphoid leukemia [obs],1
3019941000006114,,aleukemic lymphocytic leukemia [obs],1
3019951000006111,,aleukemic lymphatic leukemia [obs],1
3019961000006113,,aleukaemic lymphatic leukaemia [obs],1
3019971000006118,,aleukaemic lymphocytic leukaemia [obs],1
3019981000006115,,aleukaemic lymphoid leukaemia [obs],1
3019991000006117,,lymphatic leukaemia,1
3020001000006110,,subacute lymphatic leukaemia [obs],1
3020011000006113,,subacute lymphocytic leukaemia [obs],1
3020021000006117,,subacute lymphoid leukaemia [obs],1
3020041000006112,,lymphocytic leukaemia,1
3020061000006111,,"lymphoid leukemia, no icd-o subtype",1
3020071000006116,,"lymphoid leukaemia, no icd-o subtype",1
3020081000006118,,"lymphoid leukemia, no international classification of diseases for oncology subtype",1
3327891000006112,,chronic lymphocytic leukaemia,1
3327901000006111,,chronic lymphocytic leukemia,1
3327911000006114,,chronic lymphoid leukemia,1
3327921000006118,,chronic lymphatic leukemia,1
3327931000006115,,"chronic lymphocytic leukemia, b-cell type",1
3327941000006113,,b-cell chronic lymphocytic leukemia/small lymphocytic lymphoma,1
3327951000006110,,b-cell chronic lymphocytic leukaemia/small lymphocytic lymphoma,1
3327961000006112,,chronic lymphatic leukaemia,1
3327971000006117,,"chronic lymphocytic leukaemia, b-cell type",1
3377341000006113,,hairy cell leukemia,1
3377351000006110,,leukemic reticuloendotheliosis,1
3377361000006112,,hairy cell leukemia variant,1
3377371000006117,,hairy cell leukaemia variant,1
3377381000006119,,leukaemic reticuloendotheliosis,1
3759531000006117,,adult t-cell leukaemia/lymphoma,1
3759541000006110,,adult t-cell leukemia/lymphoma,1
3759551000006112,,adult t-cell lymphoma/leukemia,1
3759561000006114,,adult t-cell lymphoma,1
3759571000006119,,adult t-cell leukemia,1
3759581000006116,,adult t-cell leukemia/lymphoma (htlv-1 positive),1
3759591000006118,,adult t-cell leukaemia,1
3759601000006114,,adult t-cell lymphoma/leukaemia,1
3759611000006112,,adult t-cell leukaemia/lymphoma (htlv-1 positive),1
3759631000006118,,adult t-cell lymphoma/leukemia (htlv-1 +),1
3759641000006111,,adult t-cell lymphoma/leukaemia (htlv-1 +),1
3992621000006112,,acute lymphoid leukemia,1
3992631000006110,,all - acute lymphoblastic leukaemia,1
3992641000006117,,all - acute lymphoblastic leukemia,1
3992651000006115,,"acute lymphoid leukaemia, disease",1
3992661000006118,,"acute lymphoid leukemia, disease",1
4009701000006114,,chronic lymphoid leukemia,1
4009721000006116,,"chronic lymphoid leukemia, disease",1
4009731000006118,,cll - chronic lymphocytic leukaemia,1
4009741000006111,,cll - chronic lymphocytic leukemia,1
4015611000006116,,leukemic reticuloendotheliosis of intra-abdominal lymph nodes,1
4015631000006110,,leukemic reticuloendotheliosis of intrapelvic lymph nodes,1
4015651000006115,,leukemic reticuloendotheliosis of intrathoracic lymph nodes,1
4015731000006118,,leukemic reticuloendotheliosis of lymph nodes of multiple sites,1
4015741000006111,,hairy cell leukaemia of spleen,1
4015751000006113,,leukemic reticuloendotheliosis of spleen,1
4015761000006110,,hairy cell leukemia of spleen,1
4173701000006113,,prolymphocytic leukaemia (clinical),1
4173711000006111,,prolymphocytic leukemia (clinical),1
4173721000006115,,pll - prolymphocytic leukaemia,1
4173731000006117,,pll - prolymphocytic leukemia,1
4173751000006112,,prolymphocytic leukemia,1
4173771000006119,,adult t-cell leukemia/lymphoma,1
